Id,Name,Rarity,AmuletType,MinHp,MaxHp,MinAtk,MaxAtk,BaseId,VariationId,Abilities11,Abilities12,Abilities13,Abilities21,Abilities22,Abilities23,Abilities31,Abilities32,Abilities33,CvInfo,Text1,Text2,Text3,Text4,Text5,LimitBreakId,IsPlayable,SellCoin,SellDewPoint,IsHideChangeImage
40030006,破天角笛,3,1,10,71,3,25,400011,1,110390002,110390003,110390004,0,0,0,0,0,0,AMULET_ARTIST_40030006,嘟——\n“喂！新来的！这是进军的号角！\n赶紧跟上别掉队！”,嘟，嘟，嘟——\n“不好！新来的，这是敌军来袭的号声！\n想活命就赶紧跑！”,嘟——嘟——\n“新来的，开始进攻了！\n混账家伙，别急着立功！\n真是个不让人省心的家伙！”,嘟，嘟嘟，嘟——\n“新来的，该冲锋了！\n敌人可不管你是不是新兵！\n别白白丢了性命啊！”,嘟嘟，嘟——嘟——\n“太好了！是胜利的号角！\n这下你也从新兵毕业了！独当一面？\n说什么傻话，你还嫩着呢！\n以后还要好好锻炼你！”,10000,1,300,150,0
40030007,山巅咆哮的獠牙,3,3,10,71,3,25,400012,1,110090002,110090003,110090004,0,0,0,0,0,0,AMULET_ARTIST_40030007,山岳都市克里夫堡有这样一个传说。\n多尼托斯山脉中有一座山。\n其统治者既非人类也非龙，\n而是狼。,立于山顶向天怒吼的那匹狼，\n不知何时起被称作\n“山巅咆哮的獠牙”。\n但凡目睹过它威严身姿的人，\n都会认可它才是这里的主宰。,在山巅咆哮的獠牙众多的传说中，\n有一个故事显得格外有名。\n相传在一个红月之夜，\n它救下了被遗弃在山上的婴儿，\n并让狼群中的母狼喂养长大。,城里的人们口口相传，\n被遗弃在山上由狼养大的婴儿\n就是克里夫堡的创建者。\n在克里夫堡，狼是受人尊敬的存在。,无人知晓山巅咆哮的獠牙结局如何。\n相传是在红月之夜升天而去。\n如今的克里夫堡\n将红月之夜称作“獠牙之夜”，\n正是源于这个传说。,10000,1,300,150,0
40030008,“结社”的假面,3,2,11,76,3,20,400013,1,110020501,110020502,110020503,0,0,0,0,0,0,AMULET_ARTIST_40030008,“结社”……\n令人难以忘记的名字。\n在暗处活跃，妄图侵蚀世界的组织。\n——那便是“结社”。,啊，对了。“结社”那群家伙，\n都戴着令人毛骨悚然的面具。\n据说那是抹杀自我、效忠组织的证明。,戴着面具的疯狂组织“结社”……\n要追踪他们的蛛丝马迹并不容易。\n但是一定要找到、消灭他们！\n向他们复仇，就是我的一切！,最后再给你一个忠告。\n如果遇到摘下面具的家伙，\n那一定是“结社”的干部，千万要小心。\n哼……当然，这么说是为了\n不让你卷入我和“结社”的仇怨……,原来如此……刚才真是对不住了，\n让你陪我演这出无聊的闹剧。\n闲聊到此为止。\n戴上你那令人厌恶的面具吧！\n让你见识见识，被诅咒的“龙锁”之力！,10000,1,300,150,0
40030009,遥远的灵峰,3,2,11,76,3,20,400014,1,110020401,110020402,110020403,0,0,0,0,0,0,AMULET_ARTIST_40030009,麒麟族……\n自古以来，便毫无间断地\n将神秘技艺传承至今的一族。\n他们拥有着流传下来的、\n令人难以想象的技术。 ,追寻麒麟族的传说翻山越岭，\n不知过去了多少个日夜。\n别说找到一丝痕迹，\n就连归路都已无从知晓。,不行了……就在我快放弃的时候，\n阳光倾泻而下，驱散迷雾。\n展现在眼前的是，\n屹立于峻峭山峦之上的美丽都城。,啊，在那里。那座山的前方。\n终于找到了，云雾缭绕的那座城。\n浮于山间，五光十色的神秘城堡。\n我忘记了疲劳，加快脚步，伸出了手……,就在那时，看似触手可及的都市\n突然消失了。\n刚才的一切都是幻觉吗？\n啊，遥远的都城，遥远的——麒麟族。,10000,1,300,150,0
40030010,森林与湖水的歌声,3,2,11,76,3,20,400015,1,110020901,110020902,110020903,0,0,0,0,0,0,AMULET_ARTIST_40030010,追逐猎物的过程中，\n我在迷雾森林迷了路。\n正当我不知所措时，\n耳边传来了动人的歌声。\n循着歌声，我来到了美丽的湖边。,在这一带的猎人之间，\n迷雾森林经常成为话题。\n甚至还有被神秘力量迷惑的传言。\n这歌声难道也是那种东西吗？,我茫然地站在湖边，回过神来已经日落。\n夜晚的森林很危险……\n不过只要留在这里就没问题了吧？\n就在我犹豫之时，\n绽放出美丽光芒的湖面映入眼帘。,在歌唱——\n树木、花朵、湖水，整个森林都在歌唱。\n传入耳中的，是森林和湖水的歌声。\n这大概是迷雾森林\n给予迷失方向的我的温柔。,迷雾森林……\n有不少令人毛骨悚然的传闻，\n也有人说它是沉睡的神秘森林。\n今天，我邂逅了那份神秘。,10000,1,300,150,0
40030011,龙的卧榻,3,3,10,71,3,25,400016,1,110220002,165,110220003,0,0,0,0,0,0,AMULET_ARTIST_40030011,什么？走在森林里，\n发现了有个地方倒了很多树？\n哈哈，你呀……\n那是“龙的卧榻”啊。,什么？这一带有龙吗？\n当然了。不然哪有那么大的卧榻……\n噗噗噗……啊哈哈！\n抱歉抱歉，所谓龙的卧榻，\n只是这里的迷信而已。,这一带哪有什么龙。\n你看到的所谓“龙的卧榻”，\n只是其他野兽把树折断了而已。\n什么？你说你真的看到过龙！？,你说你看到过龙？此话当真？\n哈哈……我奶奶那一辈人\n倒是经常听到龙出没的传言，\n看来那些传言是真的啊。,你看到的那片空地，\n也许真的是“龙的卧榻”吧。\n相传有龙栖息的森林里，\n生物都能茁壮成长。\n多谢你带来好消息！,10000,1,300,150,0
40030012,武术秘笈,3,3,10,71,3,25,400017,1,110010402,110010403,110010404,0,0,0,0,0,0,AMULET_ARTIST_40030012,～卷之一～\n君欲修其武而必熟其兵。\n复以二十载而武艺自达，\n遂自可不战而屈人之兵。,～卷之二～\n胜不在巧技而在其熟，\n复拙技以无寸疏则熟，\n无寸疏熟拙技者强也。,～卷之三～\n胜皆以一技而非百技。\n身百技而知取孰者败，\n身百技而知舍孰者胜。,～卷之四～\n兵之强者，熟兵也，\n兵之霸者，己兵也，\n兵之极者，无兵也。,～卷之秘～\n卷之秘，始也。\n是故完卷如知其道，\n自积跬步而成千里。,10000,1,300,150,0
40030013,铁骑之盾,3,2,11,76,3,20,400018,1,210001702,210001703,210001704,0,0,0,0,0,0,AMULET_ARTIST_40030013,无论有多少道城门、多厚的城墙，\n最终保护人们的还是忠诚的士兵！\n坚不可摧！铜墙铁壁！\n我们是——阿尔贝里亚铁骑兵团！,我们的盾，是王之盾，是民之盾，是国之盾。\n只要有我们在，就不会让任何人受到伤害！\n坚守要塞！勇猛奋战！\n守护吧——阿尔贝里亚铁骑兵团！,没骑着马的骑兵很奇怪？\n那些言辞不会让我们动摇！\n荒谬绝伦！无需多言！\n出发吧——阿尔贝里亚铁骑兵团！,重要的是坚实的肉体与强韧的精神！\n美味的食物因此不可或缺！\n大块朵硕！饕餮盛宴！\n这正是——阿尔贝里亚铁骑兵团！,我们不要战功，也不要勋章。\n我们甘愿成为战壕，守护民众！\n坚韧不拔！一心一意！\n这才是——阿尔贝里亚铁骑兵团！,10000,1,300,150,0
40030014,圣罗塔斯之风,3,4,10,73,3,23,400019,1,110100002,110100003,110100004,0,0,0,0,0,0,AMULET_ARTIST_40030014,圣罗塔斯之风——\n即水上都市圣罗塔斯\n刮起的格外强劲的风。\n圣罗塔斯也因此\n经常遭遇风灾。,圣罗塔斯之风，还常伴随着水灾。\n一旦引发一种叫做宏伟巨浪的潮水，\n城中的广场也会被淹没。,圣罗塔斯的历史，\n是一部与大自然的抗争史。\n人们从不向灾害低头，\n不断建设新的防波堤和泄洪渠。\n圣罗塔斯就这样逐渐发展壮大。,圣罗塔斯之风，\n同时也是带来生命的气息的恩惠之风。\n在圣塔罗斯，\n流传着婴儿会乘着风到来的传说。,被圣塔罗斯之风带到这里\n而得救的水手不计其数。\n圣塔罗斯之风，\n并不是只会带来灾害的不祥之风，\n而是拯救苍生的恩宠之风。,10000,1,300,150,0
40030015,香薰灯,3,2,11,76,3,20,400020,1,110020201,110020202,110020203,0,0,0,0,0,0,AMULET_ARTIST_40030015,哎呀，你看起来很疲劳呢。\n来得正好，\n我正准备开始香薰呢。\n要不要一起来啊？,往里面倒上精油，点上蜡烛……\n好啦，准备完毕。\n好好享受美妙的芳香吧。\n而且……香薰的乐趣，\n可不只有香气哦。,怎么样，很漂亮的烛光吧？\n享受香薰的同时一饱眼福，\n这也是香薰灯的魅力之一。,请好好放松一下身体。\n别逞强了，说什么自己不累\n这种一眼就能看穿的谎话。\n好了，快来这边吧。,还有很多种类的香薰精油哦。\n缓解疲劳的话用茉莉花或者薰衣草，\n如果睡不着的话……\n哎呀？呵呵，好像已经睡着了。\n香薰的魅力，请在梦里继续享受吧。,10000,1,300,150,0
40030016,八叶草,3,1,10,71,3,25,400021,1,110390002,110390003,110390005,0,0,0,0,0,0,AMULET_ARTIST_40030016,妈妈，妈妈。\n今天我找到了八片叶子的幸运草。\n比起四叶草，更能带来幸福哦！\n可是，我不小心摔倒弄丢了……,嗯？口袋里怎么有片八叶草？\n什么时候掉进来的……\n幸福的象征……虽然带着也不错，\n可惜跟我这野蛮佣兵不太配啊。\n去吧，飞到更合适的家伙那里去吧！,哇，这是什么！八叶草？\n也就是说充满了幸福吗！？\n啊，对了！献给我心爱的他！\n这样我们就能\n一起登上幸福的阶梯啦！,要把这八叶草送给我？\n谢谢，我很开心。\n但是……刚才我看到有一个小女孩，\n因为弄丢了八叶草而嚎啕大哭。\n如果你不介意，就给那个孩子吧……,妈妈，妈妈！\n八叶草又回来了！\n幸运会降临原来是真的啊！\n给，八叶草送给妈妈。\n这样大家就都幸福了！,10000,1,300,150,0
40030017,禁忌的遗物,3,3,10,71,3,25,400022,1,110360002,110360003,110360004,0,0,0,0,0,0,AMULET_ARTIST_40030017,相传很久很久以前，\n比神话时代还要更久远的过去，\n曾出现过机械文明的时代。\n据说这个齿轮就是那个时代的遗物。,机械文明触到了龙的逆鳞。\n对于尊崇大自然的龙来说，\n决不允许机械文明\n扰乱自然法则。,最终人们还是选择服从龙。\n面对文明所带来的空前灾祸，\n人与龙选择了合作。,相传灾祸将人类、龙、世界……\n所有的一切都破坏殆尽。\n而人类对于毁灭世界的文明，\n以及创造出文明的自己感到了恐惧。,文明被当作禁忌封印了起来。\n然而文明是人的欲望所带来的产物。\n人的欲望终将导致发展，催生文明。\n或许人类会再次打开潘多拉的魔盒，\n或许有人将再次转动禁忌的齿轮……,10000,1,300,150,0
40030018,勇士们的追梦痕迹,3,1,10,71,3,25,400023,1,210000802,210000803,210000804,0,0,0,0,0,0,AMULET_ARTIST_40030018,《勿忘塞洛迪恩》——\n塞洛迪恩平原上，矗立着一座碑。\n记录了早在阿尔贝里亚之前的时代，\n这片大地所上发生的战争。,那是既没有王，也没有国家的乱世。\n武将们分裂为无数阵营，互相争斗。\n一个只考虑着如何打败他人的\n冷酷无情的时代。,塞洛迪恩平原之战，\n起初只是4名武将之间势均力敌的战争。\n然而翌日又有5名武将参战。\n三天后参战武将已经多达23名。\n此时，战争最初的目的早已被遗忘……,参战者中，死伤者超过八成。\n即便如此，惨烈的战斗依旧不分胜负。\n他们所追求的结果是什么，\n所追寻的梦想又是什么，\n没有人能够回答。,“勿忘塞洛迪恩。\n勇士们追梦的末路到底留下了什么？\n追逐的梦想，渴望的未来？\n不，只剩下了腐朽的尸骸。\n愿不再出现立剑于此之人。”,10000,1,300,150,0
40030019,《古里摩鲁丝·德古斯》抄本,3,1,10,71,3,25,400024,1,110060002,110060003,110060004,0,0,0,0,0,0,AMULET_ARTIST_40030019,我开始挑战破解失传的\n异端魔道书——《古里摩鲁丝·德古斯》。\n魔法研究者们研究着仅存的抄本，\n但收获甚微。\n正因如此，我感受到了破解的价值……,“Sebudd”……是“叫喊”的意思吗？\n“Hauz”意思是“声音”。是指“呼唤”吗？\n那这句是说“倾听来自海底的呼唤”？\n不不不，“Hyutebb Zerra”不能直译，\n也许还有什么其它意思。,通过破译《古里摩鲁丝·德古斯》能确定的是，\n这本魔道书更像是一本宗教书籍。\n时不时就会出现崇拜某人的词句。\n“Zozetta Bowda”……“遥远之主”。\n赞颂“遥远之主”吧……,啊……原来如此，原来如此！\n“Nyarlathotep”既是名称又是咒文。\n是解开秘密的金钥匙！\n咏唱吧，啊——遥远的引路者。\n咏唱吧，Nyarlathotep！,《古里摩鲁丝·德古斯》的破译\n之所以一筹莫展，\n是因为研究者大多都疯了……\n当我意shi到这是一本绝dui不能\n碰触的禁忌魔道书时……（字迹无法解读）,10000,1,300,150,0
40030020,暗夜的宣告,3,1,10,71,3,25,400025,1,210000302,210000303,210000304,0,0,0,0,0,0,AMULET_ARTIST_40030020,弗洛里德尔——翱翔于夜空的鹰。\n人们将它视为不详之兆。\n“弗洛里德尔飞翔的夜晚，便会有人死去。”\n这一传言广为流传。,弗洛里德尔——翱翔于夜空的鹰。\n人们将它视为不详之兆。\n“将有人死去”这并不是流言蜚语。\n弗洛里德尔是向暗杀者\n传达通知的不祥信使。,弗洛里德尔——翱翔于夜空的鹰。\n人们将它视为不详之兆。\n当它展翅高飞，刺客便开始活动，\n奔走于暗夜之中。\n于是，又将有一个生命陨落。,弗洛里德尔——翱翔于夜空的鹰。\n人们将它视为不详之兆。\n今夜，又将有人殒命。\n然而真正令人恐惧的，是鹰，还是人？\n月光下它的身躯，庄严而肃穆。,弗洛里德尔——翱翔于夜空的鹰。\n人们将它视为不详之兆。\n弗洛里德尔宣告之人必将死去，\n而后弗洛里德尔将指引灵魂\n回归魔力循环。,10000,1,300,150,0
40030021,通往明天的车辙,3,2,11,76,3,20,400026,1,110020601,110020602,110020603,0,0,0,0,0,0,AMULET_ARTIST_40030021,我迈着沉重的脚步，行走在草原上。\n离开故乡、一心想在王都索尔·阿尔贝里亚\n闯出一片天的我，却在途中迷失了方向。\n只能祈祷这地上的车辙\n能顺利将我带向王都。,在王都，我得到了行商的工作，\n开始了前往罗布雷尔的旅途。\n途中遭遇魔兽的袭击，\n回过神来我又在沿着车辙走。\n这样真的能到达罗布雷尔吗？,渐渐开始觉得行商的日子也不错。\n从湖边的村落进货，然后前往下一个城镇。\n沿着不知是谁留下的车辙，走在艰险的路上。\n仅仅是看到有车辙在，心里就会觉得踏实。\n真是不可思议。,啊……一切都完了……\n货物都被山贼夺走了。\n商品和契约书，什么都没了。\n说不定横尸在这片荒野还能轻松一些。\n尽管这样想着，我的双腿仍循着车辙。,坐在驶向王都的马车上，\n回想起了刚开始行商的那段时光。\n在孤独的旅途中，\n地面上留下的车辙成了通向希望的路。\n如今我的车辙也会成为他人的希望吗？,10000,1,300,150,0
40030022,阿尔贝里亚万岁！,3,1,10,71,3,25,400027,1,210000802,210000803,210000804,0,0,0,0,0,0,AMULET_ARTIST_40030022,诸位，我是王，是指引大家走向胜利的人。\n但与此同时，我也与诸位一样，\n是一位心系国家的普通人。\n阿尔贝里亚万岁！\n荣耀属于阿尔贝里亚！,我体内流淌的，是阿尔贝琉斯的龙之血。\n尊崇龙之血的诸位，\n愿为阿尔贝里亚而战吧。\n展现你们的忠诚！\n阿尔贝里亚万岁！,诸位不必听命于龙之血。\n因为那是我的职责。\n为阿尔贝里亚而战，是我的义务！\n阿尔贝里亚万岁！\n荣耀属于阿尔贝里亚！,为国而战，是我的义务。\n诸位就请为了父母、妻子、朋友，\n为了心中所爱之人勇往直前吧！\n这份感情，正是阿尔贝里亚的根基！\n阿尔贝里亚万岁！,前进吧，遵循自己的命运！\n阿尔贝里亚万岁！\n共同前进吧，为了守护心爱的一切！\n阿尔贝里亚万岁！\n荣耀属于阿尔贝里亚！,10000,1,300,150,0
40030023,治愈圣草,3,2,11,76,3,20,400028,1,110020101,110020102,110020103,0,0,0,0,0,0,AMULET_ARTIST_40030023,治愈圣草，\n是森隐族代代相传的神秘植物。\n又被称作奇迹之草药，\n治疗多种伤病时都有着极高的药效。,治愈圣草，\n甚至连花瓣上凝结的朝露\n都有着堪比药水的功效，\n这也正是圣草之名的由来。,凝聚在治愈圣草上的露水\n据说富含魔力。\n清晨，露水中蕴含的魔力\n散发出的光芒如梦似幻。,治愈圣草，同时也含剧毒。\n知晓其危险性的森隐族，\n绝对不会将其带出村外。\n治愈圣草也因此成为秘药。,近年不断有恢复圣草被带出村外。\n尽管违反了村子的规矩，\n却因此拯救了不计其数的人。\n恢复圣草的甘露，\n是重病之人的希望之光。,10000,1,300,150,0
40030024,昔日之冠,3,3,10,71,3,25,400029,1,110120006,110120007,110120008,0,0,0,0,0,0,AMULET_ARTIST_40030024,被抛弃在荒芜大地上的腐朽王冠。\n那是这片土地上曾经繁荣的阿尔巴国\n阿克欧王头上无比闪耀的王冠……\n然而知晓之人已不复存在。,阿尔巴的民众，都是大国出逃的奴隶。\n在曾经同为奴隶的阿克欧王的领导下，\n为获得安居之地而振兴了阿尔巴国。\n在英明神武的阿克欧领导之下，\n阿尔巴转眼间变得强盛起来。,不久，阿尔巴的国力超过了大国。\n曾经无数次前来侵略的大国终于放弃。\n阿尔巴迎来了真正意义上的独立，\n迎来了最繁荣的时代……\n但这也只是昙花一现。,阿尔巴，在一夜之间消失殆尽。\n民众、房屋，就连阿克欧王也……\n就这样，阿尔巴与阿克欧之名\n在后世成为了不明真伪的传说。,然而，这王冠上却记载着——\n为民着想、心地善良的阿克欧王\n与他所统率的民众携手共进，\n在这片土地上奋斗的光辉过去……,10000,1,300,150,0
40030026,不融冰,3,2,11,76,3,20,400031,1,110020301,110020302,110020303,0,0,0,0,0,0,AMULET_ARTIST_40030026,听说过冒险家特洛伊吗？\n他是自称很久以前迷路到了一座\n完全由冰砌成的都市的冒险家。\n知道关于“不融冰之都”的童话故事吧？\n那就是根据特洛伊的冒险随笔改编的。,有点兴趣便稍微读了一下那篇随笔……\n实在是过于荒唐滑稽。\n他从“不融冰之都”回来后，\n发现故乡冻成了冰。\n这不是童话故事还能是什么？,不过，也许他是迫不得已吧。\n如果写了真实发生的事，\n一定会引发骚动。咦？我在说什么？\n看看你眼前这块冰就明白了。\n你看……是不是不会融化？,没错！这就是特洛伊\n从“不融冰之都”带回来的“不融冰”！\n嗯……我知道你想说什么。\n为什么这“不融冰”会在我手里……\n答案很简单。,因为我就是特洛伊的子孙！\n特洛伊去过“不融冰之都”是真的。\n这块冰就是那次冒险的证明！\n隐藏在荒唐滑稽的童话故事中，\n那无人知晓的秘密！,10000,1,300,150,0
